,Team,Pistol Rounds Won,First Kills,KAST,Clutches,Eco,Semi-Eco,Half-Buy,Full-Buy,+1,-1,0,+2,-2,-3,+3,+4,-4,Pistol Rounds Won Opp,First Kills Opp,KAST Opp,Clutches Opp,Eco Opp,Semi-Eco Opp,Half-Buy Opp,Full-Buy Opp,+1 Opp,-1 Opp,0 Opp,+2 Opp,-2 Opp,-3 Opp,+3 Opp,+4 Opp,-4 Opp,Result
30,GIANTX,1,20,0.74,0.037037037037037035,0.0,0.25,0.5,0.39,0.6224999999999999,0.1225,0.325,0.9333333333333332,0.0,0.0,1.0,0.0,0.0,3,21,0.79,0.2631578947368421,1.0,1.0,0.73,0.55,0.8775000000000001,0.3775,0.675,1.0,0.06666666666666667,0.0,1.0,1.0,0.0,0
31,Team Liquid,3,21,0.79,0.2631578947368421,1.0,1.0,0.73,0.55,0.8775000000000001,0.3775,0.675,1.0,0.06666666666666667,0.0,1.0,1.0,0.0,1,20,0.74,0.037037037037037035,0.0,0.25,0.5,0.39,0.6224999999999999,0.1225,0.325,0.9333333333333332,0.0,0.0,1.0,0.0,0.0,1
32,FUT Esports,4,23,0.72,0.21052631578947367,0.0,0.5,0.4,0.74,0.8474999999999999,0.275,0.6875,1.0,0.19333333333333336,0.0,1.0,1.0,0.0,0,19,0.66,0.11538461538461539,0.25,0.0,0.25,0.52,0.725,0.15250000000000002,0.3125,0.8066666666666666,0.0,0.0,1.0,0.0,0.0,1
33,FNATIC,0,19,0.66,0.11538461538461539,0.25,0.0,0.25,0.52,0.725,0.15250000000000002,0.3125,0.8066666666666666,0.0,0.0,1.0,0.0,0.0,4,23,0.72,0.21052631578947367,0.0,0.5,0.4,0.74,0.8474999999999999,0.275,0.6875,1.0,0.19333333333333336,0.0,1.0,1.0,0.0,0
34,BBL Esports,5,24,0.68,0.15,0.5,0.4,0.47,0.46,0.735,0.31,0.645,0.87,0.06666666666666667,0.1,1.0,1.0,0.0,1,46,0.68,0.13513513513513514,0.0,0.25,0.71,0.55,0.69,0.265,0.35500000000000004,0.9333333333333332,0.13,0.0,0.9,1.0,0.0,0
35,Team Liquid,1,46,0.68,0.13513513513513514,0.0,0.25,0.71,0.55,0.69,0.265,0.35500000000000004,0.9333333333333332,0.13,0.0,0.9,1.0,0.0,5,24,0.68,0.15,0.5,0.4,0.47,0.46,0.735,0.31,0.645,0.87,0.06666666666666667,0.1,1.0,1.0,0.0,1
36,Team Vitality,3,16,0.72,0.23076923076923078,0.0,0.0,0.88,0.7,1.0,0.625,0.88,1.0,0.15,0.0,1.0,1.0,0.0,1,20,0.69,0.07142857142857142,0.0,0.2,0.5,0.28,0.375,0.0,0.12,0.85,0.0,0.0,1.0,1.0,0.0,1
37,Team Heretics,1,20,0.69,0.07142857142857142,0.0,0.2,0.5,0.28,0.375,0.0,0.12,0.85,0.0,0.0,1.0,1.0,0.0,3,16,0.72,0.23076923076923078,0.0,0.0,0.88,0.7,1.0,0.625,0.88,1.0,0.15,0.0,1.0,1.0,0.0,0
38,FUT Esports,2,22,0.65,0.10810810810810811,0.0,0.2,0.38,0.51,0.6725,0.1775,0.4075,0.9533333333333333,0.08333333333333333,0.0,1.0,1.0,0.0,4,39,0.75,0.23333333333333334,0.5,0.0,0.5,0.66,0.8225,0.3275,0.5925,0.9166666666666666,0.04666666666666667,0.0,1.0,1.0,0.0,0
39,Team Liquid,4,39,0.75,0.23333333333333334,0.5,0.0,0.5,0.66,0.8225,0.3275,0.5925,0.9166666666666666,0.04666666666666667,0.0,1.0,1.0,0.0,2,22,0.65,0.10810810810810811,0.0,0.2,0.38,0.51,0.6725,0.1775,0.4075,0.9533333333333333,0.08333333333333333,0.0,1.0,1.0,0.0,1
40,Team Heretics,1,17,0.59,0.04878048780487805,0.0,0.0,0.36,0.38,0.68,0.0525,0.23249999999999998,0.89,0.0,0.0,1.0,1.0,0.0,5,38,0.81,0.125,1.0,0.0,0.83,0.7,0.9475,0.32,0.7675,1.0,0.11,0.0,1.0,1.0,0.0,0
41,Team Liquid,5,38,0.81,0.125,1.0,0.0,0.83,0.7,0.9475,0.32,0.7675,1.0,0.11,0.0,1.0,1.0,0.0,1,17,0.59,0.04878048780487805,0.0,0.0,0.36,0.38,0.68,0.0525,0.23249999999999998,0.89,0.0,0.0,1.0,1.0,0.0,1
42,Team Vitality,6,54,0.71,0.16363636363636364,0.0,0.5,0.5,0.6,0.8400000000000001,0.2625,0.4975,0.9666666666666667,0.043333333333333335,0.0,1.0,1.0,0.0,4,50,0.69,0.1016949152542373,0.0,0.6,0.48,0.48,0.7375,0.16000000000000003,0.5025,0.9566666666666667,0.03333333333333333,0.0,1.0,1.0,0.0,1
43,Team Liquid,4,50,0.69,0.1016949152542373,0.0,0.6,0.48,0.48,0.7375,0.16000000000000003,0.5025,0.9566666666666667,0.03333333333333333,0.0,1.0,1.0,0.0,6,54,0.71,0.16363636363636364,0.0,0.5,0.5,0.6,0.8400000000000001,0.2625,0.4975,0.9666666666666667,0.043333333333333335,0.0,1.0,1.0,0.0,0
