,Team,Pistol Rounds Won,First Kills,KAST,Clutches,Eco,Semi-Eco,Half-Buy,Full-Buy,+1,-1,0,+2,-2,-3,+3,+4,-4,Pistol Rounds Won Opp,First Kills Opp,KAST Opp,Clutches Opp,Eco Opp,Semi-Eco Opp,Half-Buy Opp,Full-Buy Opp,+1 Opp,-1 Opp,0 Opp,+2 Opp,-2 Opp,-3 Opp,+3 Opp,+4 Opp,-4 Opp,Result
0,BME,3.0,26.555555555555557,0.7266666666666667,0.18908504751852842,0.0,0.4633333333333333,0.548888888888889,0.52,0.7627777777777778,0.2361111111111111,0.5375,0.8518518518518517,0.05555555555555553,0.034444444444444444,0.9383333333333334,0.7777777777777778,0.0,1.8888888888888888,25.11111111111111,0.6988888888888889,0.12706055391373416,0.06444444444444446,0.29555555555555557,0.5588888888888889,0.5455555555555556,0.7638888888888888,0.2372222222222222,0.46249999999999997,0.9444444444444444,0.11111111111111106,0.006111111111111111,0.8544444444444443,0.7777777777777778,0.0,0.5555555555555556
1,DFM,2.0,20.22222222222222,0.6655555555555556,0.11488817900653646,0.0,0.3466666666666667,0.43777777777777777,0.4011111111111111,0.6886111111111111,0.20777777777777778,0.4528703703703704,0.8988888888888888,0.05851851851851849,0.007777777777777778,0.7777777777777778,0.7777777777777778,0.0,2.4444444444444446,24.88888888888889,0.7544444444444445,0.2085703505848696,0.07333333333333333,0.2588888888888889,0.6833333333333333,0.6211111111111111,0.7922222222222222,0.28361111111111115,0.5471296296296296,0.9414814814814814,0.06407407407407406,0.0,0.9922222222222222,0.7777777777777778,0.0,0.2222222222222222
2,DRX,3.076923076923077,33.30769230769231,0.7330769230769231,0.1452998337154035,0.13307692307692306,0.2623076923076923,0.5561538461538462,0.5776923076923077,0.7832692307692307,0.22596153846153846,0.49326923076923074,0.9112820512820512,0.027692307692307676,0.0,0.9934615384615384,0.8461538461538461,0.0,2.3076923076923075,26.846153846153847,0.6853846153846154,0.1238141033478276,0.1076923076923077,0.23,0.5361538461538462,0.4984615384615385,0.7740384615384616,0.21673076923076923,0.5067307692307692,0.9723076923076923,0.06307692307692306,0.006538461538461539,0.9230769230769231,0.6923076923076923,0.0,0.7692307692307693
3,GE,1.75,20.125,0.67375,0.1299613077233313,0.0,0.22125,0.47000000000000003,0.46499999999999997,0.7259375,0.1984375,0.5211458333333333,0.9183333333333333,0.08166666666666664,0.0,0.84375,0.5,0.0,2.75,25.125,0.74625,0.17516430964625213,0.0,0.46875,0.60125,0.6075,0.8015625,0.2740625,0.47885416666666664,0.9183333333333333,0.08166666666666664,0.03125,1.0,0.875,0.0,0.25
4,GEN,2.5714285714285716,27.571428571428573,0.7335714285714285,0.16117272737026528,0.09,0.20785714285714288,0.6771428571428572,0.6192857142857143,0.8467857142857144,0.24499999999999997,0.5658928571428571,0.9547619047619048,0.10142857142857141,0.028928571428571432,0.9778571428571429,0.9285714285714286,0.0,2.7142857142857144,28.071428571428573,0.6778571428571428,0.11450710594887989,0.02642857142857143,0.27285714285714285,0.44785714285714284,0.395,0.7371428571428572,0.15321428571428572,0.43410714285714286,0.8747619047619047,0.045238095238095195,0.02214285714285714,0.8639285714285715,0.7857142857142857,0.0,0.6428571428571429
5,NS,2.6363636363636362,30.90909090909091,0.72,0.1661998325002896,0.13,0.24454545454545454,0.5681818181818182,0.5736363636363636,0.7827272727272727,0.23386363636363636,0.4681818181818182,0.9472727272727273,0.08636363636363634,0.0,1.0,0.9090909090909091,0.0,2.8181818181818183,28.272727272727273,0.7163636363636363,0.12862755593298986,0.06363636363636364,0.15363636363636363,0.4990909090909091,0.5327272727272727,0.7661363636363636,0.21727272727272728,0.5318181818181817,0.9136363636363636,0.05272727272727271,0.0,1.0,0.9090909090909091,0.0,0.5454545454545454
6,PRX,3.25,28.916666666666668,0.7333333333333334,0.16733830062508212,0.08333333333333333,0.3383333333333334,0.5299999999999999,0.575,0.7664583333333334,0.269375,0.4827083333333333,0.9413888888888889,0.07027777777777774,0.007083333333333334,0.98,0.9166666666666666,0.0,2.25,27.25,0.6958333333333333,0.16818624946003338,0.020833333333333332,0.25,0.47833333333333333,0.5291666666666667,0.7097916666666667,0.23354166666666668,0.5172916666666666,0.9297222222222222,0.058611111111111086,0.02,0.9095833333333333,0.9166666666666666,0.0,0.5
7,RRQ,3.0,33.76923076923077,0.7276923076923077,0.17257280274077835,0.10230769230769231,0.09769230769230769,0.5115384615384616,0.5953846153846154,0.7938461538461539,0.23461538461538461,0.5153846153846154,0.9617948717948719,0.07128205128205126,0.007692307692307693,1.0,0.7692307692307693,0.0,3.0,30.615384615384617,0.6869230769230769,0.14907351227231533,0.11,0.18923076923076923,0.5046153846153846,0.5146153846153846,0.7653846153846153,0.18692307692307691,0.4846153846153846,0.9030769230769231,0.038205128205128176,0.0,0.9153846153846155,0.9230769230769231,0.0,0.6153846153846154
8,T1,2.3846153846153846,30.846153846153847,0.6976923076923077,0.1246792457291891,0.12076923076923077,0.17307692307692307,0.5646153846153846,0.5515384615384615,0.7690384615384616,0.23346153846153844,0.49903846153846154,0.9161538461538462,0.05461538461538458,0.007692307692307693,0.8846153846153846,0.8461538461538461,0.0,3.769230769230769,35.61538461538461,0.7123076923076923,0.15205687121534447,0.11923076923076924,0.16076923076923075,0.5338461538461539,0.5284615384615384,0.7665384615384615,0.23096153846153847,0.5009615384615385,0.9453846153846153,0.058205128205128166,0.0,0.9923076923076923,0.9230769230769231,0.0,0.5384615384615384
9,TLN,2.6666666666666665,24.666666666666668,0.6883333333333334,0.12843767689313665,0.016666666666666666,0.11,0.4891666666666667,0.5033333333333333,0.75875,0.22229166666666667,0.535,0.9516666666666667,0.0458333333333333,0.0,0.875,0.8333333333333334,0.0,2.5,26.166666666666668,0.7083333333333334,0.15003377904155407,0.11083333333333334,0.1275,0.5591666666666667,0.6058333333333333,0.7777083333333333,0.24124999999999996,0.465,0.8986111111111111,0.04833333333333332,0.0,0.9583333333333334,0.8333333333333334,0.0,0.5
